row_index,question,model_name,model_load_path_or_id,pred_sql,pred_sql_final,pred_sql_fixes,pred_answer,pred_assumptions,raw_text,ground_truth_sql,gt_sql_final,gt_sql_fixes,sql_jaccard,relaxed_exact_match,relaxed_em_threshold,pred_exec_status,pred_exec_ms,pred_exec_error,pred_result_rows,pred_result_hash,gt_exec_status,gt_exec_ms,gt_exec_error,gt_result_rows,gt_result_hash,results_equal_exact,results_equal_normalized,rowcount_delta_pred_minus_gt,column_overlap_ratio,row_artifacts_dir,self_consistency_num_candidates,self_consistency_best_candidate_index,self_consistency_candidates_dir
46,Which Melanoma trials evaluated Pembrolizumab in phase 3?,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Melanoma' AND ""name_of_ici"" = 'Pembrolizumab' AND ""trial_phase"" = 'Phase 3';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Melanoma' AND ""name_of_ici"" = 'Pembrolizumab' AND ""trial_phase"" = 'Phase 3';",[],There are 3 trials that meet these criteria.,,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_name"" = 'Pembrolizumab' AND ""cancer_type"" = 'Melanoma' AND ""trial_phase"" = 'Phase 3';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""name_of_ici"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""name_of_ici"" = 'Pembrolizumab' AND ""cancer_type"" = 'Melanoma' AND ""trial_phase"" = 'Phase 3';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.45454545454545453,False,0.7,ok,1.6255378723144531,,2.0,6da90f4a18c68b52e5b789e74f1a68c2,ok,1.5894011594355106,,2,a697cce18f963dd59cd7051bd19ae94c,False,False,0.0,0.3,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row046,8,7,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row046/candidates
47,Show Melanoma trials using PD1 where PD‑L1 positivity was an inclusion criterion.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%melanoma%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%melanoma%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;",[],The query retrieves Melanoma trials using PD1 where PD-L1 positivity was an inclusion criterion.,Assumes that 'PD1' is the correct mapping for PD-1 and that 'Melanoma' is a substring in the cancer_type field.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""pdl1_inclusion"", ""ici_class"", ""cancer_type"", ""ici_name"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Melanoma' AND ""ici_class"" = 'PD1' AND ""pdl1_inclusion"" = 'No';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""is_pd_l1_positivity_inclusion_criteria"", ""class_of_ici"", ""cancer_type"", ""name_of_ici"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Melanoma' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'No';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'pdl1_inclusion', 'replaced_with': 'is_pd_l1_positivity_inclusion_criteria', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.3076923076923077,False,0.7,error,1.7736977897584438,"(psycopg2.errors.UndefinedFunction) operator does not exist: text = boolean
LINE 1: ...= 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;
                                                                ^
HINT:  No operator matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%%melanoma%%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,5.193665158003569,,14,e37bcaf2986db81d12431606337b7a9a,,,,,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row047,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row047/candidates
48,Which Non-Small Cell Lung trials used Chemo+Anti-VEGF as the control arm?,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""control_arm"" ILIKE '%chemo+anti-vegf%';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""control_arm"" ILIKE '%chemo+anti-vegf%';",[],The query retrieves Non-Small Cell Lung trials that used Chemo+Anti-VEGF as the control arm by searching the control_arm column for the specified combination.,"Assumes that 'Non-Small Cell Lung' is indicated in the ""cancer_type"" column and that 'Chemo+Anti-VEGF' is explicitly mentioned in the ""control_arm"" column.",,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""control_type"", ""cancer_type"", ""control_regimen"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""control_type"" = 'Chemo+Anti-VEGF';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""type_of_control"", ""cancer_type"", ""control_regimen"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""type_of_control"" = 'Chemo+Anti-VEGF';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'control_type', 'replaced_with': 'type_of_control', 'reason': 'known_map'}]",0.3,False,0.7,ok,1.6310294158756733,,2.0,5e31fe3506d3f12b042515e7a2b8f10d,ok,1.410708762705326,,2,2a80bfe6f874d84e5d733f4ad5da9c8c,False,False,0.0,0.3333333333333333,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row048,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row048/candidates
49,"Show Head and Neck PD-L1, CTLA-4 trials conducted in 2018 or later.",Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""class_of_ici"" ILIKE '%PD1%' OR ""class_of_ici"" ILIKE '%CTLA4%' AND ""year"" >= 2018;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""class_of_ici"" ILIKE '%PD1%' OR ""class_of_ici"" ILIKE '%CTLA4%' AND ""year"" >= 2018;",[],"The query retrieves Head and Neck PD-L1 and CTLA-4 trials conducted in 2018 or later, including their NCT, author, year, and PubMed ID.",Assumes that 'PD-L1' is mapped to 'PD1' in the 'class_of_ici' column and that 'CTLA-4' is correctly represented as 'CTLA4'.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""ici_class"" = 'PD-L1, CTLA-4' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""class_of_ici"", ""cancer_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""class_of_ici"" = 'PD-L1, CTLA-4' AND NULLIF(regexp_replace((""year"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2018;","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}]",0.3076923076923077,False,0.7,ok,2.6237857528030872,,6.0,902b193c4b239a46419c9806c19f3996,ok,2.10179528221488,,1,7103e934f21e1beb0dd05e09e70ea443,False,False,5.0,0.375,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row049,8,2,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row049/candidates
50,Show Head and Neck trials with at least 2 prior lines of therapy that used combination treatment.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" ILIKE '%head and neck%' AND \""lines_of_treatment\"" >= 2 AND \""type_of_combination\"" ILIKE '%combination%';","SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" ILIKE '%head and neck%' AND \""lines_of_treatment\"" >= 2 AND \""type_of_combination\"" ILIKE '%combination%';",[],,,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""lines_of_treatment"", ""therapy_modality"", ""cancer_type"", ""combination_type"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND NULLIF(regexp_replace((""lines_of_treatment"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2 AND ""therapy_modality"" = 'Combination';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""lines_of_treatment"", ""monotherapy_combination"", ""cancer_type"", ""type_of_combination"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND NULLIF(regexp_replace((""lines_of_treatment"")::text, '[^0-9\.-]', '', 'g'), '')::numeric >= 2 AND ""monotherapy_combination"" = 'Combination';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'therapy_modality', 'replaced_with': 'monotherapy_combination', 'reason': 'known_map'}, {'missing': 'combination_type', 'replaced_with': 'type_of_combination', 'reason': 'known_map'}]",0.3333333333333333,False,0.7,error,1.4325394295156002,"(psycopg2.errors.SyntaxError) syntax error at or near ""\""
LINE 1: SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM pub...
               ^

[SQL: SELECT \""nct\"", \""author\"", \""year\"", \""pubmed_id\"" FROM public.\""clinical_trials\"" WHERE \""cancer_type\"" ILIKE '%%head and neck%%' AND \""lines_of_treatment\"" >= 2 AND \""type_of_combination\"" ILIKE '%%combination%%';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,5.062715150415897,,1,75a9e0e6f8e7a5cc4fa850f1b087e37a,,,,,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row050,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row050/candidates
51,Show Head and Neck trials using PD-L1 where PD‑L1 positivity was an inclusion criterion.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%head and neck%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;",[],This query retrieves Head and Neck trials using PD-L1 where PD-L1 positivity was an inclusion criterion.,Assumes that 'PD-L1' is mapped to 'PD1' in the 'class_of_ici' column and that 'Head and Neck' is a substring in the 'cancer_type' field.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""pdl1_inclusion"", ""ici_class"", ""cancer_type"", ""ici_name"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""ici_class"" = 'PD-L1' AND ""pdl1_inclusion"" = 'Yes';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""is_pd_l1_positivity_inclusion_criteria"", ""class_of_ici"", ""cancer_type"", ""name_of_ici"", ""trial_phase""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Head and Neck' AND ""class_of_ici"" = 'PD-L1' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'Yes';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'pdl1_inclusion', 'replaced_with': 'is_pd_l1_positivity_inclusion_criteria', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.3076923076923077,False,0.7,error,1.4104600995779037,"(psycopg2.errors.UndefinedFunction) operator does not exist: text = boolean
LINE 1: ...= 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;
                                                                ^
HINT:  No operator matches the given name and argument types. You might need to add explicit type casts.

[SQL: SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%%head and neck%%' AND ""class_of_ici"" = 'PD1' AND ""is_pd_l1_positivity_inclusion_criteria"" = true;]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,4.609042778611183,,1,31e2da2978d8f43aeca2c01e9f25bafb,,,,,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row051,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row051/candidates
52,Which Non-Small Cell Lung trials evaluated Atezolizumab in phase 3?,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""name_of_ici"" = 'Atezolizumab' AND ""trial_phase"" = '3';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""cancer_type"" = 'Non-Small Cell Lung' AND ""name_of_ici"" = 'Atezolizumab' AND ""trial_phase"" = '3';",[],The query retrieves Non-Small Cell Lung trials that evaluated Atezolizumab in phase 3.,Assumes that 'Non-Small Cell Lung' is the exact value for the cancer type and that 'Atezolizumab' is the exact name of the ICI.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_name"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""ici_name"" = 'Atezolizumab' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""trial_phase"" = 'Phase 3';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""name_of_ici"", ""trial_phase"", ""cancer_type"", ""trial_name"", ""treatment_regimen""
FROM public.""clinical_trials""
WHERE ""name_of_ici"" = 'Atezolizumab' AND ""cancer_type"" = 'Non-Small Cell Lung' AND ""trial_phase"" = 'Phase 3';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.45454545454545453,False,0.7,ok,3.4269848838448524,,0.0,1d9e0c36491c45ff946e09de54ac4223,ok,2.941420301795006,,10,7fd15ce783e6f78ac268b6bcd7daa721,False,False,-10.0,0.3,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row052,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row052/candidates
53,List PD-L1 trials that reported composite or co-primary endpoints.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" = 'PD1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Yes' OR ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%composite%' OR ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%co-primary%';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" = 'PD1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Yes' OR ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%composite%' OR ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%co-primary%';",[],The query lists PD-L1 trials that reported composite or co-primary endpoints by selecting relevant trials from the clinical_trials table.,"Assumes that 'PD1' is the correct mapping for PD-1 and that 'Yes', 'composite', or 'co-primary' indicate composite or co-primary endpoints.",,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""primary_endpoint_is_multiple_or_composite"", ""ici_name"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD-L1' AND ""primary_endpoint_is_multiple_or_composite"" = 'Co-primary';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""class_of_ici"", ""priamry_multiple_composite_or_co_primary_endpoints"", ""name_of_ici"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""class_of_ici"" = 'PD-L1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Co-primary';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'primary_endpoint_is_multiple_or_composite', 'replaced_with': 'priamry_multiple_composite_or_co_primary_endpoints', 'reason': 'token_overlap(score=5)'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.2727272727272727,False,0.7,ok,2.497563138604164,,29.0,ae71a8ea2cc74b5e02730763be624cd5,ok,1.8775253556668758,,13,efb4a04acad044d373a5708473913054,False,False,16.0,0.3333333333333333,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row053,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row053/candidates
54,Find Breast trials with median follow‑up and show months by arm.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%breast%'","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"", ""follow_up_duration_for_primary_endpoint_s_in_months_overall"" AS overall_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_rx"" AS rx_follow_up, ""follow_up_duration_for_primary_endpoint_s_in_months_control"" AS control_follow_up FROM public.""clinical_trials"" WHERE ""cancer_type"" ILIKE '%breast%'",[],"Retrieved breast cancer trials with median follow-up duration by arm (overall, RX, and control arms).",Assumed 'median follow-up' is represented by the 'follow_up_duration_for_primary_endpoint_s_in_months' fields.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""follow_up_type"", ""cancer_type"", ""follow_up_duration_rx_months"", ""follow_up_duration_control_months""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""follow_up_type"" = 'Median';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""type_of_follow_up_given"", ""cancer_type"", ""follow_up_duration_for_primary_endpoint_s_in_months_rx"", ""follow_up_duration_for_primary_endpoint_s_in_months_control""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""type_of_follow_up_given"" = 'Median';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'follow_up_type', 'replaced_with': 'type_of_follow_up_given', 'reason': 'known_map'}, {'missing': 'follow_up_duration_rx_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_rx', 'reason': 'known_map'}, {'missing': 'follow_up_duration_control_months', 'replaced_with': 'follow_up_duration_for_primary_endpoint_s_in_months_control', 'reason': 'known_map'}]",0.26666666666666666,False,0.7,ok,1.6038762405514717,,11.0,f23b68f8a106e863f84ef12eb267f062,ok,1.2276768684387207,,10,82f6c23b02a801c7e2ef6357f8130a33,False,False,1.0,0.25,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row054,8,1,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row054/candidates
55,List PD-L1 trials that reported composite or co-primary endpoints.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" ILIKE '%pd-l1%' OR ""name_of_ici"" ILIKE '%pd-l1%' OR ""class_of_ici_1"" ILIKE '%pd-l1%' OR ""name_of_ici_1"" ILIKE '%pd-l1%' AND ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%yes%'","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""class_of_ici"" ILIKE '%pd-l1%' OR ""name_of_ici"" ILIKE '%pd-l1%' OR ""class_of_ici_1"" ILIKE '%pd-l1%' OR ""name_of_ici_1"" ILIKE '%pd-l1%' AND ""priamry_multiple_composite_or_co_primary_endpoints"" ILIKE '%yes%'",[],PD-L1 trials that reported composite or co-primary endpoints are listed with their details.,Assuming that any mention of PD-L1 in the name or class of ICI qualifies as a PD-L1 trial. Assuming 'priamry_multiple_composite_or_co_primary_endpoints' field contains 'yes' when composite or co-primary endpoints are reported.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""ici_class"", ""primary_endpoint_is_multiple_or_composite"", ""ici_name"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""ici_class"" = 'PD-L1' AND ""primary_endpoint_is_multiple_or_composite"" = 'Multiple';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""class_of_ici"", ""priamry_multiple_composite_or_co_primary_endpoints"", ""name_of_ici"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""class_of_ici"" = 'PD-L1' AND ""priamry_multiple_composite_or_co_primary_endpoints"" = 'Multiple';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'ici_class', 'replaced_with': 'class_of_ici', 'reason': 'known_map'}, {'missing': 'primary_endpoint_is_multiple_or_composite', 'replaced_with': 'priamry_multiple_composite_or_co_primary_endpoints', 'reason': 'token_overlap(score=5)'}, {'missing': 'ici_name', 'replaced_with': 'name_of_ici', 'reason': 'known_map'}]",0.21428571428571427,False,0.7,ok,2.755155321210623,,56.0,126c09b690417d9b72f5c5bcb785bac1,ok,1.4580688439309597,,9,f6f988cc7fd5809e42e8d240ee50d874,False,False,47.0,0.3333333333333333,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row055,8,1,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row055/candidates
56,List Breast trials requiring a biomarker other than PD‑L1 for inclusion.,Qwen3-8B,/mnt/shared/shared_hf_home/hub/models--Qwen--Qwen3-8B/snapshots/b968826d9c46dd6066d109eabc6255188de91218,"SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""is_any_other_biomarker_used_for_inclusion_criteria"" = 'Yes' AND ""cancer_type"" = 'Breast Cancer' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'No';","SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""is_any_other_biomarker_used_for_inclusion_criteria"" = 'Yes' AND ""cancer_type"" = 'Breast Cancer' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'No';",[],This query lists breast cancer trials that require a biomarker other than PD-L1 for patient inclusion.,Assumes 'Breast Cancer' is the exact value for cancer_type and 'Yes'/'No' are the exact values for the biomarker criteria fields.,,"SELECT ""nct"", ""author"", ""year"", ""publication_type"", ""other_biomarker_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""other_biomarker_inclusion"" = 'No';","SELECT ""nct"", ""author"", ""year"", ""originial_publication_or_follow_up"", ""is_any_other_biomarker_used_for_inclusion"", ""cancer_type"", ""primary_endpoint""
FROM public.""clinical_trials""
WHERE ""cancer_type"" = 'Breast' AND ""is_any_other_biomarker_used_for_inclusion"" = 'No';","[{'missing': 'publication_type', 'replaced_with': 'originial_publication_or_follow_up', 'reason': 'known_map'}, {'missing': 'other_biomarker_inclusion', 'replaced_with': 'is_any_other_biomarker_used_for_inclusion', 'reason': 'known_map'}]",0.4,False,0.7,error,0.6975671276450157,"(psycopg2.errors.UndefinedColumn) column ""is_any_other_biomarker_used_for_inclusion_criteria"" does not exist
LINE 1: ..., ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""is_any_ot...
                                                             ^

[SQL: SELECT ""nct"", ""author"", ""year"", ""pubmed_id"" FROM public.""clinical_trials"" WHERE ""is_any_other_biomarker_used_for_inclusion_criteria"" = 'Yes' AND ""cancer_type"" = 'Breast Cancer' AND ""is_pd_l1_positivity_inclusion_criteria"" = 'No';]
(Background on this error at: https://sqlalche.me/e/20/f405)",,,ok,4.693865776062012,,3,8cf4bfb97f5740348c771d856b431351,,,,,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row056,8,0,results/cat2_all__cat2_self_consistency__20260206_124723__Qwen3-8B/sql_runs/row056/candidates
